Origin;Ship to Country code;Ship to simplified postcode 2 digits;Minimum;<=50kg;<=100kg;<=200;<=400;<=800;<=1500;<=5000;<=10000;<=15000;FTL;Carrier Leadtime in working days;Custom Clearance;DG Surcharge per shipment;Distance
ES50;SE;36;184.6257307;720.6865493;321.9434916;188.4094747;125.6864085;89.64919282;76.29946257;57.68518942;44.00477049;36.87147878;6593.853511;7.23120351;0;0;2488.102111
ES50;NO;05;197.0996274;769.3784058;343.6950094;201.1390131;134.1781787;95.70617506;81.45449493;61.58258276;46.97787159;39.36263219;7039.355052;7.719766428;35;0;2656.206138
ES50;PL;92;173.980619;679.1333549;303.3809411;177.5462006;118.4396078;84.48021841;71.90020411;54.35918883;41.46755264;34.74555077;6213.666484;6.814268291;0;0;2344.64364
ES50;PT;34;52.61386324;205.3782178;91.74610045;53.69213866;35.81758339;25.54784944;21.74349953;16.43888235;12.54029418;10.50747875;1879.088605;2.060717924;0;0;709.0488616
ES50;PT;70;60.178764;234.9078083;104.9374934;61.41207549;40.96748965;29.22115783;24.86981275;18.8024897;14.34335663;12.01825992;2149.266804;2.357011061;0;0;810.9969783
ES50;GB;SY;110.5792204;431.6459924;192.8239372;112.8454455;75.27826705;53.69423759;45.69858738;34.54980651;26.35609455;22.0837007;3949.304237;4.331036869;97;0;1490.216941
ES50;NO;23;205.8149839;803.3988002;358.8925243;210.0329832;140.1112729;99.93811321;85.05625191;64.30564302;49.05514034;41.10317008;7350.621438;8.061119262;35;0;2773.65833
ES50;CH;60;86.56538863;337.9079989;150.9495093;88.33947107;58.93053342;42.03377929;35.77449689;27.04683047;20.63249821;17.28791473;3091.657319;3.390491345;36;0;1166.595389
ES50;LT;28;223.5668932;872.6933789;389.8476443;228.1487025;152.1961199;108.5579536;92.39250527;69.85211937;53.28623365;44.64839178;7984.625641;8.756405169;0;0;3012.891306
ES50;NL;40;112.257234;438.1961188;195.7499951;114.5578485;76.42059704;54.50903501;46.39205268;35.07409169;26.75604208;22.41881566;4009.233999;4.396759334;0;0;1512.830632
ES50;ES;15;55.92546466;218.3050541;97.520748;57.07160848;38.07199986;27.15587229;23.11207046;17.47357213;13.32960052;11.16883641;1997.361473;2.190422834;0;0;753.6775407
ES50;NL;32;108.4300562;423.2567298;189.0763045;110.652236;73.81519509;52.65066238;44.81041175;33.8783132;25.84385025;21.65449258;3872.547471;4.246860932;0;0;1461.253806
ES50;HU;76;146.8067724;573.0602434;255.9961967;149.8154496;99.94065228;71.28534355;60.67018822;45.86888533;34.99077999;29.31868039;5243.160569;5.749955022;0;0;1978.43626
ES50;SE;79;215.9117523;842.811536;376.4988939;220.3366761;146.9847815;104.8408271;89.2288989;67.46031703;51.46166284;43.11958881;7711.224541;8.456577612;0;0;2909.727071
ES50;NO;52;191.3017722;746.7464775;333.5849247;195.2223358;130.231212;92.89089552;79.05844083;59.77107807;45.59597705;38.20474647;6832.286363;7.492682853;35;0;2578.071547
ES50;PL;01;183.8360596;717.6040681;320.5664924;187.60362;125.1488294;89.26575018;75.97311867;57.43846147;43.81655569;36.7137741;6565.65064;7.200274601;0;0;2477.460136
ES50;BG;21;185.0478214;722.3341802;322.6795176;188.8402157;125.9737523;89.85414847;76.47389812;57.81706908;44.10537404;36.95577422;6608.928354;7.247735461;0;0;2493.790401
ES50;GR;66;189.8200987;740.9627649;331.0012375;193.7102967;129.2225432;92.17143549;78.44611615;59.30813817;45.24282637;37.90884246;6779.36883;7.434650407;0;0;2558.103827
ES50;NL;42;110.3141066;430.6111208;192.3616417;112.5748984;75.09778735;53.56550561;45.58902498;34.46697333;26.29290579;22.03075501;3939.835777;4.320653205;0;0;1486.644145
ES50;RO;03;201.3840877;786.1027966;351.166092;205.5112796;137.0948817;97.78659149;83.22511495;62.92123638;47.99905477;40.21827882;7192.373287;7.88757513;0;0;2713.945514
ES50;BE;11;99.86489136;389.8226085;174.1406882;101.9115356;67.98434583;48.49165317;41.27072381;31.20217941;23.80237905;19.94394935;3566.645136;3.911390629;0;0;1345.825666
ES50;CH;30;81.57973472;318.4464986;142.2557112;83.25164051;55.53648357;39.61288244;33.71409766;25.48909316;19.44418846;16.29223319;2913.59616;3.195219116;36;0;1099.406401
ES50;GB;BN;92.50061865;361.0761696;161.299143;94.39633848;62.97101977;44.91576426;38.22732326;28.90125708;22.04713546;18.47323547;3303.632309;3.622955455;97;0;1246.581306
ES50;IT;34;114.9280094;448.6214907;200.407194;117.2833592;78.23876272;55.80589032;47.49579227;35.90855927;27.39261022;22.95219439;4104.619955;4.501365124;0;0;1548.823242
ES50;HU;80;150.4995091;587.4748413;262.4354538;153.5838658;102.4545316;73.07843524;62.19626925;47.02265851;35.87092834;30.05615432;5375.045571;5.894587791;0;0;2028.201295
ES50;IT;47;101.7852906;397.318887;177.4894091;103.8712917;69.29168301;49.42414638;42.06435874;31.8021965;24.26009817;20.32747097;3635.231628;3.986606567;0;0;1371.705858
ES50;FR;79;48.9959202;191.255577;85.43726576;50.00004902;33.35462081;23.79107549;20.24832814;15.308478;11.67797259;9.784941811;1749.874837;1.919014586;0;0;660.2917806
ES50;ES;26;12.4821076;48.72390765;21.7658356;12.73791755;8.497359865;6.060969219;5.158425632;3.899958789;2.975058125;2.492793197;445.7947909;0.488884512;0;0;168.2146803
ES50;SE;77;212.4602371;829.3385462;370.4802699;216.8144251;144.6351169;103.1648659;87.80250641;66.38191204;50.63900863;42.43028906;7587.954693;8.321392723;0;0;2863.212848
ES50;PL;71;158.3319159;618.0486419;276.093314;161.576791;107.7865462;76.88163728;65.43313355;49.46984652;37.73774975;31.62035896;5654.777672;6.201358293;0;0;2133.754449
ES50;NL;75;119.7463712;467.4299661;208.8092743;122.2004691;81.51892623;58.14555468;49.48705542;37.41402716;28.54104659;23.91446613;4276.706324;4.690085052;0;0;1613.757724
ES50;CZ;77;151.4242203;591.0844517;264.047931;154.5275282;103.0840411;73.52744967;62.5784206;47.31157893;36.0913294;30.24082778;5408.07136;5.930805794;0;0;2040.663134
ES50;AT;60;106.1583137;414.3889829;185.1149243;108.3339361;72.26867633;51.5475665;43.87157873;33.16852103;25.30238993;21.20080443;3791.412858;4.157883994;0;0;1430.638749
ES50;RO;07;201.1349212;785.1301752;350.7316047;205.2570067;136.9252583;97.66560307;83.12214301;62.84338582;47.93966698;40.16851795;7183.474379;7.877816069;0;0;2710.587631
ES50;NL;89;124.8870226;487.4964991;217.7733513;127.4464736;85.01849268;60.64171405;51.61150978;39.02019251;29.76629934;24.94110212;4460.303172;4.89142804;0;0;1683.03553
ES50;IT;31;105.4596554;411.6617703;183.89663;107.6209595;71.79305548;51.20831721;43.58284731;32.9502295;25.13586766;21.06127587;3766.460484;4.130519768;0;0;1421.223305
ES50;GR;23;189.9280072;741.3839858;331.1894044;193.8204167;129.2960033;92.22383291;78.49071103;59.34185354;45.26854591;37.9303928;6783.222751;7.438876841;0;0;2559.558052
ES50;DK;42;160.1381966;625.0994584;279.243039;163.4200898;109.0161957;77.75871761;66.17960718;50.03420793;38.16826917;31.98109003;5719.288451;6.272104568;0;0;2158.096725
ES50;NL;15;115.7969469;452.013388;201.9224149;118.1701047;78.83030338;56.22782251;47.85489422;36.1800535;27.59971783;23.12572929;4135.653799;4.535398644;0;0;1560.533447
ES50;DE;28;132.8390099;518.5370821;231.6397314;135.5614301;90.43191325;64.50298108;54.89779256;41.5047427;31.66162226;26.52918809;4744.306054;5.202882129;0;0;1790.200205
ES50;FR;83;57.37390971;223.9590595;100.0464927;58.54973815;39.05804799;27.85919749;23.71066297;17.92612999;13.67483134;11.45810438;2049.092261;2.247153827;0;0;773.197459
ES50;DE;35;112.755005;440.1391677;196.6179896;115.0658209;76.75946119;54.75073893;46.59776429;35.22961721;26.8746837;22.51822515;4027.011741;4.416255441;0;0;1519.538825
ES50;CH;81;90.3734552;352.772787;157.5898744;92.22558066;61.52292511;43.88287201;37.34823979;28.23663777;21.54013495;18.04842111;3227.661293;3.539641219;36;0;1217.914663
ES50;PL;33;173.6845317;677.9775785;302.8646352;177.2440453;118.2380425;84.33644657;71.77784146;54.26667817;41.39698149;34.68641939;6203.091816;6.802671495;0;0;2340.653431
ES50;BE;38;101.8249587;397.4737315;177.5585809;103.9117728;69.31868762;49.44340814;42.08075221;31.81459057;24.2695529;20.33539307;3636.648364;3.988160242;0;0;1372.240444
ES50;IT;65;113.5656114;443.3033698;198.0314949;115.8930399;77.31129223;55.14434717;46.93276003;35.48288626;27.06788835;22.6801108;4055.96231;4.448004319;0;0;1530.462933
ES50;CH;31;80.8724525;315.6856224;141.0223788;82.52986315;55.05499184;39.26944559;33.42180225;25.26810712;19.2756107;16.15098234;2888.335784;3.167517117;36;0;1089.874737
ES50;FI;14;248.961071;971.8195534;434.1290683;254.0633119;169.4835424;120.8886701;102.8870453;77.78637616;59.33882969;49.71984571;8891.571211;9.751014464;0;0;3355.115042
ES50;DE;07;127.9271933;499.3638054;223.0746879;130.54895;87.08812906;62.11793757;52.86790771;39.97007538;30.4909113;25.54825253;4568.88197;5.010501869;0;0;1724.006282
ES50;LT;47;211.5744884;825.8810262;368.9357342;215.9105237;144.0321317;102.7347707;87.43645696;66.10516525;50.42789414;42.2533968;7556.320441;8.286700761;0;0;2851.276088
ES50;PT;29;66.71224507;260.411252;116.330335;68.07945458;45.41524332;32.39363711;27.56987569;20.84383622;15.90058451;13.32305697;2382.608153;2.612906765;0;0;899.0452042
ES50;SE;60;201.7113984;787.3804541;351.7368443;205.8452983;137.3177028;97.94552461;83.36038122;63.02350263;48.07706791;40.28364583;7204.063093;7.900394852;0;0;2718.356506
ES50;GR;15;194.7837596;760.3384157;339.6566851;198.7756836;132.601621;94.58165315;80.49742644;60.85900392;46.42589419;38.90013181;6956.644517;7.629061242;0;0;2624.996427
ES50;DK;46;162.8016441;635.4962259;283.8874599;166.1381224;110.8293728;79.05201471;67.28031841;50.86638595;38.80309075;32.51300532;5814.412694;6.376423349;0;0;2193.990581
ES50;DK;47;159.893263;624.1433603;278.815933;163.1701365;108.8494539;77.6397846;66.07838457;49.95767993;38.10989029;31.93217452;5710.540722;6.262511299;0;0;2154.795887
ES50;AT;33;131.8650621;514.7352767;229.9413974;134.567522;89.76888538;64.03005872;54.49529343;41.20043861;31.42948587;26.33468163;4709.521795;5.164735686;0;0;1777.074832
ES50;FI;01;245.996683;960.2480646;428.9598786;251.0381713;167.4654961;119.4492446;101.6619657;76.86017111;58.63228021;49.12782981;8785.698968;9.6349088;0;0;3315.165572
ES50;NO;24;211.2523303;824.623482;368.3739669;215.5817633;143.8128183;102.5783395;87.30332009;66.0045089;50.3511091;42.18905882;7544.814659;8.27408285;35;0;2846.934535
ES50;RO;81;213.3752452;832.9102805;372.0758271;217.7481855;145.2580208;103.6091688;88.1806478;66.66780079;50.85709699;42.61302471;7620.63394;8.357230686;0;0;2875.543923
ES50;CH;80;90.16110002;351.9438585;157.2195773;92.00887344;61.37836151;43.77975815;37.2604807;28.17028868;21.48952098;18.0060118;3220.077091;3.53132394;36;0;1215.052866
ES50;IT;16;80.33784507;313.5987823;140.0901502;81.98429941;54.69105076;39.00985488;33.20086739;25.10107227;19.14818926;16.04421625;2869.242438;3.146578242;0;0;1082.670119
ES50;IT;18;70.19291244;273.9980373;122.3997935;71.6314552;47.78475367;34.08375375;29.00831577;21.93134962;16.73018701;14.01817868;2506.919162;2.749233451;0;0;945.9522946
ES50;RO;72;202.0943853;788.8754431;352.4046825;206.2361341;137.5784261;98.13149251;83.51865649;63.14316454;48.16835122;40.36013186;7217.741354;7.915395229;0;0;2723.517814
ES50;IT;57;87.27826026;340.6906934;152.1925884;89.06695238;59.41583021;42.37993021;36.06910221;27.26956289;20.80240818;17.43028184;3117.117319;3.418412263;0;0;1176.202378
ES50;CH;96;93.06008829;363.2600594;162.2747254;94.96727395;63.35188612;45.18742737;38.45853281;29.07605998;22.1804827;18.58496677;3323.613601;3.644868104;36;0;1254.120979
ES50;SE;97;273.173243;1066.331768;476.3493544;278.7716913;185.9662987;132.645437;112.8931029;85.35132238;65.10969957;54.55524206;9756.301789;10.69932834;0;0;3681.409518
ES50;BE;51;97.36536402;380.0657034;169.7821053;99.36078258;66.28275953;47.27795123;40.23775515;30.42121726;23.20662716;19.44477045;3477.375254;3.813492081;0;0;1312.140874
ES50;SE;14;212.0612149;827.780963;369.7844698;216.4072253;144.3634772;102.9711117;87.63760427;66.25723998;50.54390336;42.35060061;7573.703734;8.305764291;0;0;2857.83544
ES50;ES;22;11.1962417;43.70453006;19.52359042;11.42569895;7.621989647;5.436587996;4.627021497;3.498197791;2.668577368;2.235993796;399.8704697;0.438521229;0;0;150.8857542
ES50;CZ;36;130.4036622;509.0307018;227.3930624;133.0761719;88.77401802;63.32044296;53.89134711;40.74383306;31.0811673;26.04282644;4657.328326;5.107497291;0;0;1757.380327
ES50;NL;57;109.0734314;425.7681448;190.1981982;111.3087966;74.25318124;52.96306771;45.07629657;34.07933186;25.99719603;21.78298059;3895.525425;4.272059894;0;0;1469.924228
ES50;SE;13;213.849767;834.7625762;372.9032805;218.2324322;145.5810577;103.8395836;88.37675132;66.81606223;50.97019727;42.70779113;7637.581344;8.375816196;0;0;2881.938799
ES50;BG;42;194.3973349;758.8300067;338.982852;198.3813394;132.3385573;94.3940159;80.3377304;60.73826786;46.33379147;38.82295919;6942.843472;7.613926213;0;0;2619.788788
ES50;CZ;29;142.0367898;554.4406162;247.6784783;144.9477104;96.69342355;68.96917079;58.69891853;44.37853322;33.8538746;28.36607043;5072.802048;5.563129955;0;0;1914.153759
ES50;DE;29;139.1050329;542.996503;242.5661895;141.9558697;94.69759127;67.54559003;57.48732427;43.46252356;33.15510261;27.78057126;4968.095216;5.448302348;0;0;1874.644041
ES50;DE;25;143.3090455;559.4068666;249.8969906;146.2460399;97.55952849;69.5869433;59.22469806;44.77604181;34.15711144;28.62015176;5118.240287;5.612960172;0;0;1931.299269
ES50;DE;98;121.1167194;472.7791202;211.1988365;123.5989013;82.45180888;58.81095818;50.05337317;37.84218414;28.86766334;24.18813743;4325.647904;4.743757237;0;0;1632.225172
ES50;IT;63;110.3391929;430.7090451;192.4053862;112.6004988;75.11486517;53.57768682;45.59939228;34.47481138;26.298885;22.03576497;3940.731726;4.321635755;0;0;1486.982219
ES50;HU;67;159.7549568;623.6034819;278.5747598;163.0289958;108.7553001;77.57262689;66.02122736;49.91446699;38.07692558;31.90455347;5705.601155;6.257094283;0;0;2152.932008
ES50;DE;12;146.4284068;571.5832933;255.3364169;149.4293298;99.68307491;71.10161959;60.51382274;45.7506673;34.90059814;29.24311726;5229.647354;5.735135644;0;0;1973.33723
ES50;CZ;39;135.8049428;530.114601;236.8116149;138.5881471;92.45101126;65.94315675;56.12351056;42.43143042;32.36853994;27.12151251;4850.23347;5.319048299;0;0;1830.170494
ES50;DK;56;154.572913;603.3753736;269.5385042;157.7407505;105.2275552;75.05636849;63.87966694;48.29536884;36.84180711;30.86965104;5520.525989;6.054130085;0;0;2083.096378
ES50;CH;84;92.05428902;359.3339219;160.52085;93.94086171;62.66717497;44.69903883;38.04287058;28.7618041;21.94075466;18.38409928;3287.691777;3.605474141;36;0;1240.566361
ES50;SE;78;213.2692986;832.4967179;371.8910813;217.6400676;145.1858962;103.557724;88.13686371;66.63469841;50.83184506;42.59186618;7616.850087;8.353081093;0;0;2874.116137
ES50;FR;22;69.47128197;271.1811527;121.1414411;70.89503555;47.29349419;33.73334978;28.71009072;21.70588056;16.55818941;13.87406235;2481.146342;2.720969478;0;0;936.2272672
ES50;IT;01;99.22678119;387.3317454;173.0279754;101.2603479;67.54994389;48.18180437;41.00701483;31.00280576;23.65028816;19.8165128;3543.85522;3.88639788;0;0;1337.226197
ES50;GB;W;108.622539;424.0080867;189.411949;110.8486636;73.94623034;52.74412677;44.88995829;33.9384533;25.88972773;21.6929332;3879.42194;4.254399875;97;0;1463.847794
ES50;EE;44;246.9932038;964.1379837;430.6975746;252.055115;168.1438908;119.9331278;102.0737935;77.17152799;58.86979678;49.3268443;8821.289415;9.673939356;0;0;3328.59515
ES50;GB;RH;94.7086225;369.6951128;165.1493781;96.64959345;64.4741476;45.98791039;39.13981529;29.59113449;22.57340394;18.91419441;3382.490515;3.709435954;97;0;1276.337392
ES50;SE;21;167.6003594;654.2280116;292.2552815;171.0351832;114.0961618;81.38213932;69.26346237;52.36571545;39.94684448;33.47135349;5985.797397;6.564373789;0;0;2258.660299
ES50;PL;39;178.6899103;697.516074;311.5928284;182.3520048;121.6455202;86.76692118;73.84639222;55.83057835;42.58999254;35.68604013;6381.857436;6.998716277;0;0;2408.108238
ES50;GB;DL;128.308801;500.8534113;223.7401213;130.9383784;87.34791359;62.30323583;53.02561307;40.08930641;30.58186591;25.62446315;4582.510978;5.025448233;97;0;1729.149005
ES50;PL;41;164.3214995;641.4289816;286.5377273;167.6891259;111.8640345;79.79001482;67.90842235;51.34125555;39.16534192;32.8165346;5868.693881;6.435951258;0;0;2214.472859
ES50;GB;HR;104.9028388;409.4882365;182.9256738;107.0527313;71.41399517;50.9379423;43.35273414;32.77625551;25.00315273;20.95007439;3746.573941;4.108711028;97;0;1413.719385
ES50;AT;90;121.9694033;476.1075721;212.6857152;124.4690603;83.03228477;59.22499813;50.40575812;38.10860007;29.070897;24.35842636;4356.101261;4.77715416;0;0;1643.716338
ES50;EE;76;237.1684024;925.7868707;413.5654508;242.0289627;161.4555272;115.1624736;98.01354106;74.10182839;56.52809646;47.3647399;8470.399529;9.289133086;0;0;3196.191562
ES50;GB;OX;101.7871798;397.3262615;177.4927034;103.8732196;69.2929691;49.42506373;42.06513948;31.80278677;24.26054845;20.32784826;3635.2991;3.986680561;97;0;1371.731318
ES50;GR;58;178.3472287;696.1784163;310.9952729;182.0023002;121.4122352;86.60052437;73.70477369;55.72350955;42.5083158;35.61760342;6369.618662;6.985294526;0;0;2403.490101
ES50;GR;59;176.7725471;690.0316465;308.2494016;180.3953469;120.3402498;85.83590215;73.05401195;55.23150983;42.13299703;35.30312483;6313.379373;6.923619248;0;0;2382.26896
ES50;CH;92;94.25338584;367.9180964;164.3555533;96.18502711;64.16423922;45.76685995;38.95168164;29.44889856;22.46490018;18.82327941;3366.231872;3.691605779;36;0;1270.202411
ES50;PL;68;149.4908872;583.5376857;260.6766564;152.5545731;101.767899;72.58867611;61.77944053;46.70752072;35.63052753;29.85472314;5339.022938;5.855083275;0;0;2014.608638
ES50;DE;38;132.6593655;517.8358401;231.3264742;135.378104;90.30961793;64.41575068;54.82355171;41.4486139;31.61880476;26.49331142;4737.890107;5.195846028;0;0;1787.779234
ES50;IT;55;88.62037911;345.9296544;154.5329254;90.4365768;60.32949537;43.03162632;36.62375375;27.68889978;21.1222966;17.69831548;3165.050698;3.470978796;0;0;1194.289395
ES50;PT;23;59.33034485;231.5960041;103.4580516;60.54626872;40.38991709;28.80918875;24.5191903;18.53740628;14.14113947;11.84882271;2118.965764;2.323781177;0;0;799.5632877
ES50;AT;62;109.2298247;426.3786263;190.4709111;111.4683951;74.35964809;53.03900804;45.14092856;34.12819602;26.03447173;21.8142138;3901.110968;4.278185325;0;0;1472.031858
ES50;BE;39;105.6099055;412.2482713;184.1586304;107.7742887;71.89534018;51.28127451;43.64494048;32.99717421;25.17167912;21.0912822;3771.82662;4.136404585;0;0;1423.248145
ES50;SE;41;181.2406471;707.4728753;316.0407085;184.9550167;123.381968;88.00548903;74.90052398;56.62754058;43.19794998;36.19544604;6472.956248;7.098620537;0;0;2442.483152
ES50;DK;36;166.1996145;648.7602036;289.8127145;169.6057312;113.1425861;80.70197597;68.68458267;51.92806119;39.61298278;33.19161167;5935.770204;6.509511058;0;0;2239.783209
ES50;AT;11;140.0081713;546.5219037;244.1410486;142.8775171;95.31241465;67.98412926;57.86056029;43.74470366;33.37036187;27.96093641;5000.350536;5.48367541;0;0;1886.815154
ES50;DK;63;150.0343358;585.6590374;261.6243019;153.1091592;102.1378588;72.85255986;62.00402914;46.87731794;35.76005623;29.96325489;5358.432044;5.876368431;0;0;2021.932404
ES50;GB;PH;152.0092496;593.3681134;265.0680832;155.1245471;103.4823075;73.81152383;62.82019306;47.49436776;36.23076867;30.35766357;5428.965507;5.953719532;97;0;2048.54726
ES50;NO;13;196.3935055;766.6220588;342.4637002;200.4184198;133.6974768;95.36330161;81.16267903;61.36195926;46.80957039;39.22161306;7014.136116;7.692109876;35;0;2646.690111
ES50;SE;23;167.3095715;653.0929208;291.7482163;170.7384358;113.898204;81.24094066;69.14328971;52.27486052;39.87753639;33.41328043;5975.411991;6.552984548;0;0;2254.741505
ES50;PL;50;156.8749416;612.3613424;273.5526962;160.0899572;106.7946917;76.17417047;64.83101616;49.01462371;37.390486;31.3293876;5602.742262;6.144293234;0;0;2114.119585
ES50;PT;48;52.6625143;205.5681273;91.83093637;53.74178679;35.85070325;25.57147306;21.76360534;16.45408308;12.55188996;10.51719482;1880.826164;2.062623432;0;0;709.7045059
ES50;GB;DN;118.9929624;464.4890346;207.4955079;121.4316198;81.0060332;57.77972;49.17569746;37.17862914;28.36147474;23.76400337;4249.798549;4.66057642;97;0;1603.604436
ES50;FI;02;243.9024868;952.0733696;425.308097;248.9010564;166.0398443;118.4323603;100.7965065;76.2058522;58.1331373;48.70959931;8710.905367;9.552885785;0;0;3286.943211
ES50;IT;36;100.3238671;391.6142203;174.941033;102.3799176;68.29679963;48.7145192;41.46040269;31.34558359;23.91177399;20.03561108;3583.037319;3.92936725;0;0;1352.011036
ES50;NO;16;191.4005763;747.1321593;333.7572156;195.3231648;130.2984742;92.93887207;79.09927316;59.80194881;45.61952659;38.22447857;6835.815121;7.496552695;35;0;2579.403077
ES50;FI;00;245.3621408;957.7711291;427.8533875;250.3906247;167.0335231;119.1411283;101.3997313;76.66191225;58.48103974;49.00110582;8763.03648;9.610055798;0;0;3306.614187
ES50;BG;20;185.1117049;722.5835495;322.7909153;188.9054085;126.0172418;89.88516855;76.50029898;57.8370291;44.12060041;36.96853235;6611.209935;7.250237575;0;0;2494.651325
ES50;NO;40;178.5404227;696.9325491;311.3321575;182.1994536;121.5437545;86.69433408;73.78461412;55.78387184;42.55436278;35.65618606;6376.518529;6.992861321;35;0;2406.093673
ES50;EE;75;239.9401349;936.6063288;418.398695;244.8574995;163.3424208;116.5083509;99.15900276;74.9678394;57.18872731;47.91828072;8569.391139;9.397693046;0;0;3233.544717
ES50;GR;14;194.7837596;760.3384157;339.6566851;198.7756836;132.601621;94.58165315;80.49742644;60.85900392;46.42589419;38.90013181;6956.644517;7.629061242;0;0;2624.996427
ES50;PL;21;191.6649313;748.1640691;334.2181881;195.5929376;130.4784374;93.06723562;79.20852199;59.88454493;45.6825345;38.27727273;6845.256483;7.506906641;0;0;2582.965648
ES50;FR;18;60.23419503;235.1241833;105.034152;61.46864253;41.00522506;29.24807362;24.89272048;18.81980879;14.35656838;12.02933001;2151.246507;2.359182118;0;0;811.7439926
ES50;SE;59;196.4237765;766.7402215;342.5164855;200.4493111;133.7180842;95.37800036;81.17518897;61.37141723;46.81678534;39.22765845;7015.217234;7.693295492;0;0;2647.098056
ES50;FR;16;41.79335288;163.1403551;72.87769639;42.64987134;28.45137782;20.29370628;17.27175487;13.05807954;9.961270806;8.346522002;1492.637269;1.636912899;0;0;563.2266375
ES50;FR;32;23.86230024;93.1464902;41.61019283;24.35133735;16.24457655;11.58687875;9.861467721;7.455630934;5.687479429;4.765523708;852.235014;0.934610515;0;0;321.5794427
ES50;FR;37;58.23161418;227.3071089;101.5421259;59.42502053;39.64194166;28.27567527;24.06512272;18.19411455;13.87926161;11.62939596;2079.724923;2.280747387;0;0;784.7562829
ES50;NL;34;112.2953188;438.3447828;195.816406;114.5967139;76.44652378;54.52752795;46.40779183;35.08599106;26.76511943;22.42642155;4010.594187;4.398250995;0;0;1513.343881
ES50;SK;83;145.5261504;568.0613353;253.7630956;148.5085824;99.06885191;70.66350861;60.1409512;45.46876275;34.6855491;29.06292825;5197.423532;5.699797126;0;0;1961.178003
ES50;SE;58;198.4308748;774.5749298;346.016389;202.4975432;135.0844429;96.35259226;82.00465365;61.99852292;47.29516882;39.62849468;7086.900158;7.771907159;0;0;2674.146645
ES50;PL;83;179.4178457;700.3575696;312.862175;183.0948585;122.1410718;87.12038661;74.14722285;56.05801732;42.76349288;35.8314156;6407.855431;7.027227192;0;0;2417.918233
ES50;DK;80;162.9609625;636.1181256;284.1652735;166.3007059;110.9378309;79.12937539;67.34615924;50.91616404;38.84106364;32.5448227;5820.102706;6.382663347;0;0;2196.137631
ES50;PL;00;184.0807808;718.5593373;320.9932282;187.8533565;125.3154266;89.38458008;76.07425353;57.51492312;43.87488397;36.76264721;6574.390785;7.209859553;0;0;2480.758113
ES50;TR;09;227.3958287;887.6396289;396.5243998;232.0561087;154.8027184;110.4171797;93.97487259;71.04844704;54.19884441;45.41306588;8121.374943;8.906372413;0;0;3064.491819
ES50;DK;45;164.2534739;641.1634439;286.4191069;167.6197062;111.8177252;79.75698348;67.88030974;51.32000138;39.14912832;32.80294927;5866.264369;6.433286913;0;0;2213.556115
ES50;GB;M3;118.4214923;462.2583013;206.4989997;120.8484379;80.61699742;57.50222983;48.93952856;37.0000768;28.22526725;23.64987548;4229.388666;4.638193754;97;0;1595.903041
ES50;FR;87;46.01836845;179.6327036;80.24512161;46.96147493;31.32761306;22.345258;19.01780844;14.37816002;10.96828559;9.190296981;1643.532454;1.80239334;0;0;620.16491
ES50;NL;53;111.1335909;433.8099778;193.7906279;113.4111773;75.65566212;53.96342472;45.92768964;34.72301622;26.48822644;22.19441366;3969.103417;4.352749802;0;0;1497.687896
ES50;CH;20;79.08246925;308.6984227;137.9010725;80.70319576;53.83643707;38.4002788;32.68206376;24.70883771;18.84897569;15.793506;2824.407061;3.097409159;36;0;1065.752092
ES50;GB;OL;119.9128246;468.0797169;209.0995295;122.3703338;81.63224158;58.22637988;49.55584487;37.46603451;28.58072006;23.94770842;4282.651157;4.696604502;97;0;1616.000927
ES50;ES;48;20.28123122;79.1677871;35.36565768;20.69687743;13.80671644;9.848009814;8.381535099;6.336747645;4.83394661;4.050350856;724.3381903;0.794351415;0;0;273.3192931
ES50;GB;BH;91.40510328;356.7998253;159.388824;93.27837147;62.22523319;44.38381203;37.77458445;28.55896995;21.78602395;18.25445084;3264.5063;3.580047597;97;0;1231.817632
ES50;TR;42;259.9784454;1014.825875;453.3407565;265.3064778;176.9837657;126.238405;107.4401471;81.22868793;61.96477477;51.92011803;9285.053485;10.18253003;0;0;3503.590297
ES50;RO;54;190.7781444;744.7024964;332.671842;194.6879768;129.8747455;92.63663622;78.84204348;59.60747374;45.47117256;38.10017312;6813.58515;7.472174015;0;0;2571.014896
ES50;AT;98;116.7327829;455.6664241;203.554291;119.1251199;79.46738615;56.68223884;48.24164306;36.47244979;27.82277043;23.31262447;4169.076908;4.57205237;0;0;1573.145208
ES50;LT;56;213.683877;834.1150246;372.6140077;218.0631424;145.4681259;103.7590319;88.30819469;66.76423091;50.93065808;42.67466135;7631.656632;8.369318812;0;0;2879.703188
ES50;BE;67;93.23794633;363.9543282;162.5848676;95.14877705;63.47296534;45.27379036;38.53203542;29.13163064;22.22287443;18.62048668;3329.965749;3.651834239;0;0;1256.517876
ES50;BE;94;99.06461444;386.6987275;172.745195;101.0948577;67.43954673;48.10306064;40.93999689;30.95213774;23.61163639;19.78412659;3538.063482;3.880046323;0;0;1335.040762
ES50;ES;24;36.23898339;141.4588735;63.1921932;36.98166988;24.67016732;17.59665674;14.97632506;11.32265049;8.637410078;7.23726266;1294.264602;1.419365886;0;0;488.3733742
ES50;SI;42;120.1222289;468.8971268;209.464681;122.5840297;81.77479636;58.32806089;49.64238449;37.53146163;28.63063071;23.98952842;4290.129972;4.704806205;0;0;1618.822957
