Lane ID / -,Dep.shipping point,Ship to Country code,Ship to Country name,Ship to simplified postcode 2 digits,Minimum,<=50kg,<=100kg,<=200,<=400,<=800,<=1500,<=5000,<=10000,<=15000,FTL,Sample shipment (no minimum calculation),Custom Clearance,DG Surcharge per shipment,
CH01-EG-NL-57-,CH,NL,Netherlands,57,30.02 GBP / shipm.,137.82 GBP / 100kg,72.47 GBP / 100kg,51.22 GBP / 100kg,23.34 GBP / 100kg,13.41 GBP / 100kg,10.92 GBP / 100kg,15.89 GBP / 100kg,17.21 GBP / 100kg,13.73 GBP / 100kg,"2,663.88 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-57-,CH,NL,Netherlands,57,35.53 GBP / shipm.,163.12 GBP / 100kg,85.78 GBP / 100kg,60.63 GBP / 100kg,27.62 GBP / 100kg,15.88 GBP / 100kg,12.92 GBP / 100kg,18.81 GBP / 100kg,20.36 GBP / 100kg,16.25 GBP / 100kg,"3,152.82 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-10-,CH,NL,Netherlands,10,17.67 GBP / shipm.,81.12 GBP / 100kg,42.66 GBP / 100kg,30.15 GBP / 100kg,13.74 GBP / 100kg,7.90 GBP / 100kg,6.43 GBP / 100kg,9.36 GBP / 100kg,10.13 GBP / 100kg,8.08 GBP / 100kg,"1,567.98 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-NL-10-,CH,NL,Netherlands,10,23.37 GBP / shipm.,107.29 GBP / 100kg,56.42 GBP / 100kg,39.88 GBP / 100kg,18.17 GBP / 100kg,10.44 GBP / 100kg,8.50 GBP / 100kg,12.37 GBP / 100kg,13.39 GBP / 100kg,10.69 GBP / 100kg,"2,073.78 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-BE-11-,CH,BE,Belgium,11,53.19 GBP / shipm.,278.79 GBP / 100kg,108.65 GBP / 100kg,73.84 GBP / 100kg,37.75 GBP / 100kg,21.83 GBP / 100kg,21.53 GBP / 100kg,24.33 GBP / 100kg,22.40 GBP / 100kg,21.06 GBP / 100kg,"3,394.31 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-BE-11-,CH,BE,Belgium,11,31.86 GBP / shipm.,166.99 GBP / 100kg,65.08 GBP / 100kg,44.23 GBP / 100kg,22.61 GBP / 100kg,13.07 GBP / 100kg,12.90 GBP / 100kg,14.57 GBP / 100kg,13.42 GBP / 100kg,12.61 GBP / 100kg,"2,033.14 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH01-EG-BE-99-,CH,BE,Belgium,99,18.63 GBP / shipm.,97.65 GBP / 100kg,38.05 GBP / 100kg,25.86 GBP / 100kg,13.22 GBP / 100kg,7.65 GBP / 100kg,7.54 GBP / 100kg,8.52 GBP / 100kg,7.85 GBP / 100kg,7.38 GBP / 100kg,"1,188.87 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-BE-99-,CH,BE,Belgium,99,36.18 GBP / shipm.,189.64 GBP / 100kg,73.90 GBP / 100kg,50.22 GBP / 100kg,25.67 GBP / 100kg,14.85 GBP / 100kg,14.65 GBP / 100kg,16.55 GBP / 100kg,15.24 GBP / 100kg,14.32 GBP / 100kg,"2,308.82 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
FR01-EG-BE-49-,FR01/FRB1,BE,Belgium,49,81.48 GBP / shipm.,384.12 GBP / 100kg,140.75 GBP / 100kg,97.99 GBP / 100kg,61.85 GBP / 100kg,45.78 GBP / 100kg,41.36 GBP / 100kg,34.34 GBP / 100kg,25.30 GBP / 100kg,22.70 GBP / 100kg,"3,253.38 GBP / shipm.",55.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-DK-41-,CH,DK,Denmark,41,108.77 GBP / shipm.,595.45 GBP / 100kg,239.76 GBP / 100kg,104.82 GBP / 100kg,108.10 GBP / 100kg,68.97 GBP / 100kg,68.23 GBP / 100kg,68.02 GBP / 100kg,43.45 GBP / 100kg,32.33 GBP / 100kg,"5,782.69 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-DK-41-,CH,DK,Denmark,41,83.95 GBP / shipm.,459.57 GBP / 100kg,185.05 GBP / 100kg,80.90 GBP / 100kg,83.43 GBP / 100kg,53.23 GBP / 100kg,52.66 GBP / 100kg,52.50 GBP / 100kg,33.53 GBP / 100kg,24.96 GBP / 100kg,"4,463.15 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-PL-18-,CH,PL,Poland,18,50.18 GBP / shipm.,215.75 GBP / 100kg,115.78 GBP / 100kg,66.84 GBP / 100kg,47.86 GBP / 100kg,32.85 GBP / 100kg,31.02 GBP / 100kg,33.43 GBP / 100kg,29.74 GBP / 100kg,19.05 GBP / 100kg,"2,435.66 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH01-EG-PL-18-,CH,PL,Poland,18,43.68 GBP / shipm.,187.81 GBP / 100kg,100.78 GBP / 100kg,58.18 GBP / 100kg,41.66 GBP / 100kg,28.59 GBP / 100kg,27.00 GBP / 100kg,29.10 GBP / 100kg,25.89 GBP / 100kg,16.58 GBP / 100kg,"2,120.16 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-BE-20-,CH,BE,Belgium,20,34.29 GBP / shipm.,179.60 GBP / 100kg,69.22 GBP / 100kg,47.47 GBP / 100kg,23.79 GBP / 100kg,13.93 GBP / 100kg,13.88 GBP / 100kg,15.68 GBP / 100kg,14.44 GBP / 100kg,13.58 GBP / 100kg,"2,188.21 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-BE-24-,CH,BE,Belgium,24,35.64 GBP / shipm.,186.67 GBP / 100kg,71.94 GBP / 100kg,49.34 GBP / 100kg,24.72 GBP / 100kg,14.48 GBP / 100kg,14.43 GBP / 100kg,16.30 GBP / 100kg,15.01 GBP / 100kg,14.11 GBP / 100kg,"2,274.36 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-BE-26-,CH,BE,Belgium,26,35.10 GBP / shipm.,183.85 GBP / 100kg,70.85 GBP / 100kg,48.59 GBP / 100kg,24.35 GBP / 100kg,14.26 GBP / 100kg,14.21 GBP / 100kg,16.06 GBP / 100kg,14.78 GBP / 100kg,13.90 GBP / 100kg,"2,239.90 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-BE-27-,CH,BE,Belgium,27,23.22 GBP / shipm.,121.62 GBP / 100kg,46.87 GBP / 100kg,32.15 GBP / 100kg,16.11 GBP / 100kg,9.43 GBP / 100kg,9.40 GBP / 100kg,10.62 GBP / 100kg,9.78 GBP / 100kg,9.19 GBP / 100kg,"1,481.78 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-BE-29-,CH,BE,Belgium,29,49.95 GBP / shipm.,261.63 GBP / 100kg,100.83 GBP / 100kg,69.15 GBP / 100kg,34.65 GBP / 100kg,20.29 GBP / 100kg,20.22 GBP / 100kg,22.85 GBP / 100kg,21.03 GBP / 100kg,19.78 GBP / 100kg,"3,187.55 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH01-EG-BE-12-,CH,BE,Belgium,12,52.92 GBP / shipm.,277.38 GBP / 100kg,108.09 GBP / 100kg,73.46 GBP / 100kg,37.55 GBP / 100kg,21.72 GBP / 100kg,21.42 GBP / 100kg,24.21 GBP / 100kg,22.29 GBP / 100kg,20.95 GBP / 100kg,"3,377.08 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-BE-12-,CH,BE,Belgium,12,48.60 GBP / shipm.,254.74 GBP / 100kg,99.27 GBP / 100kg,67.46 GBP / 100kg,34.49 GBP / 100kg,19.94 GBP / 100kg,19.67 GBP / 100kg,22.23 GBP / 100kg,20.47 GBP / 100kg,19.24 GBP / 100kg,"3,101.40 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH01-EG-BE-16-,CH,BE,Belgium,16,16.20 GBP / shipm.,84.91 GBP / 100kg,33.09 GBP / 100kg,22.49 GBP / 100kg,11.50 GBP / 100kg,6.65 GBP / 100kg,6.56 GBP / 100kg,7.41 GBP / 100kg,6.82 GBP / 100kg,6.41 GBP / 100kg,"1,033.80 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-BE-16-,CH,BE,Belgium,16,35.37 GBP / shipm.,185.39 GBP / 100kg,72.25 GBP / 100kg,49.10 GBP / 100kg,25.10 GBP / 100kg,14.51 GBP / 100kg,14.32 GBP / 100kg,16.18 GBP / 100kg,14.89 GBP / 100kg,14.00 GBP / 100kg,"2,257.13 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH01-EG-BE-19-,CH,BE,Belgium,19,48.06 GBP / shipm.,251.91 GBP / 100kg,98.17 GBP / 100kg,66.71 GBP / 100kg,34.10 GBP / 100kg,19.72 GBP / 100kg,19.46 GBP / 100kg,21.98 GBP / 100kg,20.24 GBP / 100kg,19.03 GBP / 100kg,"3,066.94 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-BE-19-,CH,BE,Belgium,19,27.00 GBP / shipm.,141.52 GBP / 100kg,55.15 GBP / 100kg,37.48 GBP / 100kg,19.16 GBP / 100kg,11.08 GBP / 100kg,10.93 GBP / 100kg,12.35 GBP / 100kg,11.37 GBP / 100kg,10.69 GBP / 100kg,"1,723.00 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH00-EG-NL-11-,CH,NL,Netherlands,11,30.59 GBP / shipm.,140.44 GBP / 100kg,73.85 GBP / 100kg,52.20 GBP / 100kg,23.78 GBP / 100kg,13.67 GBP / 100kg,11.13 GBP / 100kg,16.20 GBP / 100kg,17.53 GBP / 100kg,13.99 GBP / 100kg,"2,714.46 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-NL-11-,CH,NL,Netherlands,11,25.27 GBP / shipm.,116.02 GBP / 100kg,61.01 GBP / 100kg,43.12 GBP / 100kg,19.64 GBP / 100kg,11.29 GBP / 100kg,9.19 GBP / 100kg,13.38 GBP / 100kg,14.48 GBP / 100kg,11.56 GBP / 100kg,"2,242.38 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-NL-13-,CH,NL,Netherlands,13,34.20 GBP / shipm.,157.01 GBP / 100kg,82.57 GBP / 100kg,58.36 GBP / 100kg,26.59 GBP / 100kg,15.28 GBP / 100kg,12.44 GBP / 100kg,18.11 GBP / 100kg,19.60 GBP / 100kg,15.64 GBP / 100kg,"3,034.80 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-13-,CH,NL,Netherlands,13,16.15 GBP / shipm.,74.15 GBP / 100kg,38.99 GBP / 100kg,27.56 GBP / 100kg,12.55 GBP / 100kg,7.22 GBP / 100kg,5.87 GBP / 100kg,8.55 GBP / 100kg,9.26 GBP / 100kg,7.39 GBP / 100kg,"1,433.10 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-NL-16-,CH,NL,Netherlands,16,22.80 GBP / shipm.,104.68 GBP / 100kg,55.04 GBP / 100kg,38.90 GBP / 100kg,17.72 GBP / 100kg,10.19 GBP / 100kg,8.29 GBP / 100kg,12.07 GBP / 100kg,13.07 GBP / 100kg,10.43 GBP / 100kg,"2,023.20 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-16-,CH,NL,Netherlands,16,14.06 GBP / shipm.,64.55 GBP / 100kg,33.94 GBP / 100kg,23.99 GBP / 100kg,10.93 GBP / 100kg,6.28 GBP / 100kg,5.11 GBP / 100kg,7.44 GBP / 100kg,8.06 GBP / 100kg,6.43 GBP / 100kg,"1,247.64 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-NL-18-,CH,NL,Netherlands,18,9.88 GBP / shipm.,45.36 GBP / 100kg,23.85 GBP / 100kg,16.86 GBP / 100kg,7.68 GBP / 100kg,4.41 GBP / 100kg,3.59 GBP / 100kg,5.23 GBP / 100kg,5.66 GBP / 100kg,4.52 GBP / 100kg,876.72 GBP / shipm.,66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-18-,CH,NL,Netherlands,18,17.48 GBP / shipm.,80.25 GBP / 100kg,42.20 GBP / 100kg,29.83 GBP / 100kg,13.59 GBP / 100kg,7.81 GBP / 100kg,6.36 GBP / 100kg,9.26 GBP / 100kg,10.02 GBP / 100kg,7.99 GBP / 100kg,"1,551.12 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-NL-19-,CH,NL,Netherlands,19,19.57 GBP / shipm.,89.85 GBP / 100kg,47.25 GBP / 100kg,33.39 GBP / 100kg,15.21 GBP / 100kg,8.74 GBP / 100kg,7.12 GBP / 100kg,10.36 GBP / 100kg,11.22 GBP / 100kg,8.95 GBP / 100kg,"1,736.58 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-19-,CH,NL,Netherlands,19,18.24 GBP / shipm.,83.74 GBP / 100kg,44.04 GBP / 100kg,31.12 GBP / 100kg,14.18 GBP / 100kg,8.15 GBP / 100kg,6.63 GBP / 100kg,9.66 GBP / 100kg,10.45 GBP / 100kg,8.34 GBP / 100kg,"1,618.56 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-51-,CH,NL,Netherlands,51,34.58 GBP / shipm.,158.76 GBP / 100kg,83.48 GBP / 100kg,59.00 GBP / 100kg,26.88 GBP / 100kg,15.45 GBP / 100kg,12.58 GBP / 100kg,18.31 GBP / 100kg,19.82 GBP / 100kg,15.82 GBP / 100kg,"3,068.52 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-NL-51-,CH,NL,Netherlands,51,18.62 GBP / shipm.,85.49 GBP / 100kg,44.95 GBP / 100kg,31.77 GBP / 100kg,14.47 GBP / 100kg,8.32 GBP / 100kg,6.77 GBP / 100kg,9.86 GBP / 100kg,10.67 GBP / 100kg,8.52 GBP / 100kg,"1,652.28 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-53-,CH,NL,Netherlands,53,16.91 GBP / shipm.,77.63 GBP / 100kg,40.82 GBP / 100kg,28.85 GBP / 100kg,13.15 GBP / 100kg,7.56 GBP / 100kg,6.15 GBP / 100kg,8.95 GBP / 100kg,9.69 GBP / 100kg,7.73 GBP / 100kg,"1,500.54 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-NL-53-,CH,NL,Netherlands,53,32.11 GBP / shipm.,147.42 GBP / 100kg,77.52 GBP / 100kg,54.79 GBP / 100kg,24.96 GBP / 100kg,14.35 GBP / 100kg,11.68 GBP / 100kg,17.00 GBP / 100kg,18.40 GBP / 100kg,14.69 GBP / 100kg,"2,849.34 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-58-,CH,NL,Netherlands,58,37.43 GBP / shipm.,171.84 GBP / 100kg,90.36 GBP / 100kg,63.87 GBP / 100kg,29.10 GBP / 100kg,16.73 GBP / 100kg,13.61 GBP / 100kg,19.82 GBP / 100kg,21.45 GBP / 100kg,17.12 GBP / 100kg,"3,321.42 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-NL-58-,CH,NL,Netherlands,58,13.30 GBP / shipm.,61.06 GBP / 100kg,32.11 GBP / 100kg,22.69 GBP / 100kg,10.34 GBP / 100kg,5.94 GBP / 100kg,4.84 GBP / 100kg,7.04 GBP / 100kg,7.62 GBP / 100kg,6.08 GBP / 100kg,"1,180.20 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-NL-59-,CH,NL,Netherlands,59,26.98 GBP / shipm.,123.87 GBP / 100kg,65.14 GBP / 100kg,46.04 GBP / 100kg,20.97 GBP / 100kg,12.06 GBP / 100kg,9.81 GBP / 100kg,14.29 GBP / 100kg,15.46 GBP / 100kg,12.34 GBP / 100kg,"2,394.12 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-NL-59-,CH,NL,Netherlands,59,33.06 GBP / shipm.,151.78 GBP / 100kg,79.81 GBP / 100kg,56.41 GBP / 100kg,25.70 GBP / 100kg,14.77 GBP / 100kg,12.02 GBP / 100kg,17.50 GBP / 100kg,18.95 GBP / 100kg,15.12 GBP / 100kg,"2,933.64 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-DE-35-,CH,DE,Germany,35,19.20 GBP / shipm.,92.22 GBP / 100kg,93.73 GBP / 100kg,57.64 GBP / 100kg,44.22 GBP / 100kg,28.84 GBP / 100kg,22.21 GBP / 100kg,18.99 GBP / 100kg,16.42 GBP / 100kg,14.15 GBP / 100kg,"2,603.52 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-DE-45-,CH,DE,Germany,45,8.10 GBP / shipm.,38.90 GBP / 100kg,39.54 GBP / 100kg,24.32 GBP / 100kg,18.65 GBP / 100kg,12.17 GBP / 100kg,9.37 GBP / 100kg,8.01 GBP / 100kg,6.93 GBP / 100kg,5.97 GBP / 100kg,"1,098.36 GBP / shipm.",67.00 EUR / shipm.,32.00 EUR / shipm.,,
CH01-EG-EE-76-,CH,EE,Estonia,76,173.74 GBP / shipm.,458.98 GBP / 100kg,255.89 GBP / 100kg,142.31 GBP / 100kg,89.66 GBP / 100kg,62.72 GBP / 100kg,55.29 GBP / 100kg,40.63 GBP / 100kg,39.08 GBP / 100kg,38.40 GBP / 100kg,"7,102.90 GBP / shipm.",75.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-BE-96-,CH,BE,Belgium,96,24.03 GBP / shipm.,125.86 GBP / 100kg,48.51 GBP / 100kg,33.27 GBP / 100kg,16.67 GBP / 100kg,9.76 GBP / 100kg,9.73 GBP / 100kg,10.99 GBP / 100kg,10.12 GBP / 100kg,9.51 GBP / 100kg,"1,533.47 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH01-EG-BE-96-,CH,BE,Belgium,96,25.92 GBP / shipm.,135.76 GBP / 100kg,52.32 GBP / 100kg,35.88 GBP / 100kg,17.98 GBP / 100kg,10.53 GBP / 100kg,10.49 GBP / 100kg,11.86 GBP / 100kg,10.92 GBP / 100kg,10.26 GBP / 100kg,"1,654.08 GBP / shipm.",57.00 EUR / shipm.,42.00 EUR / shipm.,,
CH01-EG-RO-81-,CH,RO,Romania,81,128.80 GBP / shipm.,329.98 GBP / 100kg,216.06 GBP / 100kg,117.14 GBP / 100kg,68.57 GBP / 100kg,50.93 GBP / 100kg,43.13 GBP / 100kg,26.03 GBP / 100kg,25.16 GBP / 100kg,24.81 GBP / 100kg,"4,524.80 GBP / shipm.",53.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-SE-11-,CH,SE,Sweden,11,222.78 GBP / shipm.,909.10 GBP / 100kg,372.86 GBP / 100kg,211.97 GBP / 100kg,138.71 GBP / 100kg,114.68 GBP / 100kg,101.31 GBP / 100kg,77.83 GBP / 100kg,56.00 GBP / 100kg,48.76 GBP / 100kg,"8,532.00 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-PL-59-,FR01/FRB1,PL,Poland,59,64.00 GBP / shipm.,267.30 GBP / 100kg,114.75 GBP / 100kg,59.81 GBP / 100kg,50.58 GBP / 100kg,43.68 GBP / 100kg,38.48 GBP / 100kg,32.59 GBP / 100kg,22.69 GBP / 100kg,16.98 GBP / 100kg,"1,969.60 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-NL-75-,FR01/FRB1,NL,Netherlands,75,45.50 GBP / shipm.,189.83 GBP / 100kg,83.55 GBP / 100kg,59.49 GBP / 100kg,36.50 GBP / 100kg,27.59 GBP / 100kg,22.71 GBP / 100kg,20.15 GBP / 100kg,16.35 GBP / 100kg,12.71 GBP / 100kg,"2,133.30 GBP / shipm.",63.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-54-,CH,CH,Switzerland,54,31.32 GBP / shipm.,266.01 GBP / 100kg,62.64 GBP / 100kg,45.07 GBP / 100kg,28.28 GBP / 100kg,17.28 GBP / 100kg,13.17 GBP / 100kg,6.98 GBP / 100kg,7.74 GBP / 100kg,3.72 GBP / 100kg,807.36 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-62-,CH,CH,Switzerland,62,18.90 GBP / shipm.,160.52 GBP / 100kg,37.80 GBP / 100kg,27.20 GBP / 100kg,17.06 GBP / 100kg,10.43 GBP / 100kg,7.95 GBP / 100kg,4.21 GBP / 100kg,4.67 GBP / 100kg,2.25 GBP / 100kg,487.20 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-CZ-19-,FR01/FRB1,CZ,Czech Republic,19,46.92 GBP / shipm.,132.31 GBP / 100kg,70.08 GBP / 100kg,44.49 GBP / 100kg,28.43 GBP / 100kg,22.21 GBP / 100kg,20.16 GBP / 100kg,11.38 GBP / 100kg,8.63 GBP / 100kg,8.13 GBP / 100kg,"1,330.08 GBP / shipm.",53.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-NO-20-,CH,NO,Norway,20,452.32 GBP / shipm.,"1,969.16 GBP / 100kg",764.10 GBP / 100kg,536.85 GBP / 100kg,308.42 GBP / 100kg,233.41 GBP / 100kg,151.15 GBP / 100kg,99.26 GBP / 100kg,53.17 GBP / 100kg,46.66 GBP / 100kg,"9,116.80 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-IT-40-,FR01/FRB1,IT,Italy,40,54.00 GBP / shipm.,216.14 GBP / 100kg,93.83 GBP / 100kg,39.02 GBP / 100kg,32.67 GBP / 100kg,27.41 GBP / 100kg,24.57 GBP / 100kg,19.98 GBP / 100kg,17.28 GBP / 100kg,15.26 GBP / 100kg,"2,019.60 GBP / shipm.",49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-NO-05-,CH,NO,Norway,05,367.84 GBP / shipm.,"1,289.99 GBP / 100kg",585.17 GBP / 100kg,304.18 GBP / 100kg,239.26 GBP / 100kg,127.00 GBP / 100kg,122.04 GBP / 100kg,80.83 GBP / 100kg,45.92 GBP / 100kg,38.67 GBP / 100kg,"7,466.24 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-ES-26-,CH,ES,Spain,26,27.56 GBP / shipm.,77.77 GBP / 100kg,34.17 GBP / 100kg,15.91 GBP / 100kg,10.24 GBP / 100kg,5.11 GBP / 100kg,3.94 GBP / 100kg,3.76 GBP / 100kg,3.40 GBP / 100kg,2.63 GBP / 100kg,644.80 GBP / shipm.,53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH00-EG-ES-26-,CH,ES,Spain,26,65.72 GBP / shipm.,185.44 GBP / 100kg,81.48 GBP / 100kg,37.93 GBP / 100kg,24.42 GBP / 100kg,12.19 GBP / 100kg,9.39 GBP / 100kg,8.98 GBP / 100kg,8.11 GBP / 100kg,6.27 GBP / 100kg,"1,537.60 GBP / shipm.",53.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-CH-11-,CH,CH,Switzerland,11,27.18 GBP / shipm.,230.85 GBP / 100kg,54.36 GBP / 100kg,39.11 GBP / 100kg,24.54 GBP / 100kg,14.99 GBP / 100kg,11.43 GBP / 100kg,6.06 GBP / 100kg,6.72 GBP / 100kg,3.23 GBP / 100kg,700.64 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-21-,CH,CH,Switzerland,21,18.36 GBP / shipm.,155.94 GBP / 100kg,36.72 GBP / 100kg,26.42 GBP / 100kg,16.58 GBP / 100kg,10.13 GBP / 100kg,7.72 GBP / 100kg,4.09 GBP / 100kg,4.54 GBP / 100kg,2.18 GBP / 100kg,473.28 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-22-,CH,CH,Switzerland,22,27.18 GBP / shipm.,230.85 GBP / 100kg,54.36 GBP / 100kg,39.11 GBP / 100kg,24.54 GBP / 100kg,14.99 GBP / 100kg,11.43 GBP / 100kg,6.06 GBP / 100kg,6.72 GBP / 100kg,3.23 GBP / 100kg,700.64 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-23-,CH,CH,Switzerland,23,21.96 GBP / shipm.,186.51 GBP / 100kg,43.92 GBP / 100kg,31.60 GBP / 100kg,19.83 GBP / 100kg,12.11 GBP / 100kg,9.24 GBP / 100kg,4.89 GBP / 100kg,5.43 GBP / 100kg,2.61 GBP / 100kg,566.08 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-24-,CH,CH,Switzerland,24,27.90 GBP / shipm.,236.96 GBP / 100kg,55.80 GBP / 100kg,40.15 GBP / 100kg,25.19 GBP / 100kg,15.39 GBP / 100kg,11.73 GBP / 100kg,6.22 GBP / 100kg,6.90 GBP / 100kg,3.32 GBP / 100kg,719.20 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-27-,CH,CH,Switzerland,27,9.18 GBP / shipm.,77.97 GBP / 100kg,18.36 GBP / 100kg,13.21 GBP / 100kg,8.29 GBP / 100kg,5.06 GBP / 100kg,3.86 GBP / 100kg,2.05 GBP / 100kg,2.27 GBP / 100kg,1.09 GBP / 100kg,236.64 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-28-,CH,CH,Switzerland,28,11.88 GBP / shipm.,100.90 GBP / 100kg,23.76 GBP / 100kg,17.09 GBP / 100kg,10.73 GBP / 100kg,6.55 GBP / 100kg,5.00 GBP / 100kg,2.65 GBP / 100kg,2.94 GBP / 100kg,1.41 GBP / 100kg,306.24 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-29-,CH,CH,Switzerland,29,29.88 GBP / shipm.,253.78 GBP / 100kg,59.76 GBP / 100kg,42.99 GBP / 100kg,26.98 GBP / 100kg,16.48 GBP / 100kg,12.57 GBP / 100kg,6.66 GBP / 100kg,7.39 GBP / 100kg,3.55 GBP / 100kg,770.24 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-33-,CH,CH,Switzerland,33,14.22 GBP / shipm.,120.78 GBP / 100kg,28.44 GBP / 100kg,20.46 GBP / 100kg,12.84 GBP / 100kg,7.84 GBP / 100kg,5.98 GBP / 100kg,3.17 GBP / 100kg,3.52 GBP / 100kg,1.69 GBP / 100kg,366.56 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-CH-34-,CH,CH,Switzerland,34,13.14 GBP / shipm.,111.60 GBP / 100kg,26.28 GBP / 100kg,18.91 GBP / 100kg,11.86 GBP / 100kg,7.25 GBP / 100kg,5.53 GBP / 100kg,2.93 GBP / 100kg,3.25 GBP / 100kg,1.56 GBP / 100kg,338.72 GBP / shipm.,49.00 EUR / shipm.,0.00 EUR / shipm.,,
